model_id,task_id,item_id,shot,gpt_total,kimi_total,dual_total,primary_configuration,gpt_family_value,gpt_context_fit,gpt_coherence,gpt_clarity,kimi_family_value,kimi_context_fit,kimi_coherence,kimi_clarity,gpt_plot_logic,gpt_characterization,gpt_emotion,kimi_plot_logic,kimi_characterization,kimi_emotion,gpt_content_fidelity,gpt_style_fit,gpt_value_expression,kimi_content_fidelity,kimi_style_fit,kimi_value_expression
Qwen3-8B-Thinking,story_generation,GEN-009,0,52.5,51.0,51.75,False,55,,,,55.0,,,,35,60,65,50.0,45.0,50.0,,,,,,
chatglm3-6b,rewriting,REW-016,0,71.4,47.5,59.45,True,,,,80,,,,70.0,,,,,,,86,60,82,75.0,25.0,60.0
chatglm3-6b,continuation,CON-006,0,66.15,65.75,65.95,True,58,82,55,86,55.0,75.0,60.0,85.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-039,0,63.1,50.5,56.8,True,,,,76,,,,60.0,,,,,,,68,55,68,55.0,45.0,50.0
Doubao,story_generation,GEN-075,0,86.4,89.55,87.975,True,88,,,,92.0,,,,86,84,86,88.0,90.0,85.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-057,0,33.25,36.75,35.0,True,35,55,30,20,45.0,40.0,35.0,25.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-094,0,72.95,53.75,63.35,True,78,,,,55.0,,,,72,70,65,60.0,50.0,45.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-018,0,70.25,69.25,69.75,True,75,,,,72.0,,,,60,70,75,65.0,70.0,68.0,,,,,,
glm-4-9b-chat,story_generation,GEN-029,0,68.05,39.5,53.775,True,72,,,,45.0,,,,65,70,60,40.0,35.0,30.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-068,0,79.0,66.5,72.75,True,,,,78,,,,75.0,,,,,,,82,78,80,85.0,55.0,70.0
glm-4-9b-chat,rewriting,REW-085,0,60.9,59.7,60.3,True,,,,76,,,,70.0,,,,,,,78,45,76,62.0,55.0,58.0
QwQ-32B,story_generation,GEN-073,0,86.85,85.75,86.3,True,88,,,,88.0,,,,85,86,88,85.0,82.0,86.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-060,0,66.0,68.0,67.0,True,,,,80,,,,80.0,,,,,,,85,50,80,85.0,55.0,75.0
deepseek-llm-7b-chat,continuation,CON-027,0,60.95,40.0,50.475,True,75,78,65,20,45.0,50.0,40.0,25.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-015,0,69.4,44.5,56.95,True,,,,76,,,,55.0,,,,,,,60,70,72,35.0,45.0,40.0
QwQ-32B,story_generation,GEN-030,0,82.85,86.25,84.55,True,82,,,,88.0,,,,82,84,85,85.0,86.0,84.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-043,0,59.5,49.5,54.5,True,62,,,,55.0,,,,60,55,58,50.0,45.0,40.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-054,0,52.25,48.75,50.5,False,60,80,55,15,55.0,45.0,50.0,40.0,,,,,,,,,,,,
Doubao,rewriting,REW-033,0,87.0,74.1,80.55,True,,,,88,,,,82.0,,,,,,,88,86,88,62.0,75.0,78.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-075,0,71.2,75.2,73.2,True,60,82,70,82,75.0,70.0,72.0,85.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-054,0,84.9,57.9,71.4,True,88,,,,55.0,,,,84,82,82,60.0,58.0,62.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-004,0,68.7,57.5,63.1,True,,,,80,,,,70.0,,,,,,,85,55,82,75.0,45.0,60.0
Qwen2.5-7B-Instruct,continuation,CON-007,0,53.6,56.0,54.8,True,45,70,40,78,55.0,60.0,50.0,65.0,,,,,,,,,,,,
Doubao,rewriting,REW-044,0,76.7,78.7,77.7,True,,,,88,,,,80.0,,,,,,,90,65,86,85.0,75.0,82.0
Baichuan2-7B-Chat,story_generation,GEN-063,0,79.9,51.0,65.45,True,82,,,,55.0,,,,78,78,80,50.0,45.0,50.0,,,,,,
glm-4-9b-chat,rewriting,REW-054,0,52.3,47.5,49.9,True,,,,70,,,,50.0,,,,,,,70,35,68,55.0,45.0,40.0
Qwen3-8B-Thinking,continuation,CON-099,0,53.0,70.0,61.5,False,60,75,65,5,75.0,80.0,70.0,55.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-021,0,56.0,39.5,47.75,True,65,,,,45.0,,,,50,50,50,40.0,35.0,30.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-030,0,79.15,68.1,73.625,True,82,,,,72.0,,,,78,78,75,68.0,65.0,62.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-020,0,45.2,49.5,47.35,True,50,62,54,10,55.0,75.0,45.0,30.0,,,,,,,,,,,,
glm-4-9b-chat,continuation,CON-050,0,68.0,58.0,63.0,True,75,80,70,45,55.0,60.0,50.0,75.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-082,0,85.4,68.1,76.75,True,88,,,,72.0,,,,86,82,82,68.0,65.0,62.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-085,0,86.2,77.8,82.0,True,88,,,,82.0,,,,86,86,82,78.0,75.0,70.0,,,,,,
Baichuan2-7B-Chat,continuation,CON-057,0,36.7,34.25,35.475,True,35,78,30,20,35.0,55.0,30.0,25.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-035,0,82.9,74.7,78.80000000000001,True,84,,,,78.0,,,,82,84,80,72.0,75.0,70.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-017,0,80.2,69.3,74.75,True,82,,,,72.0,,,,78,78,82,68.0,65.0,70.0,,,,,,
QwQ-32B,rewriting,REW-099,0,86.6,75.2,80.9,True,,,,86,,,,75.0,,,,,,,88,86,88,72.0,78.0,68.0
deepseek-llm-7b-chat,story_generation,GEN-009,0,42.0,53.75,47.875,True,35,,,,55.0,,,,45,50,45,50.0,55.0,55.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-079,0,85.55,82.25,83.9,True,86,87,82,90,82.0,85.0,78.0,88.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-005,0,78.75,53.75,66.25,True,85,,,,55.0,,,,75,76,72,60.0,50.0,45.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-095,0,29.75,39.0,34.375,True,20,,,,35.0,,,,35,35,40,40.0,45.0,40.0,,,,,,
QwQ-32B,continuation,CON-081,0,87.5,87.25,87.375,True,87,88,88,87,88.0,85.0,86.0,90.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-021,0,77.5,81.7,79.6,True,,,,85,,,,80.0,,,,,,,85,70,85,75.0,85.0,82.0
Baichuan2-7B-Chat,story_generation,GEN-038,0,68.45,36.5,52.475,True,78,,,,45.0,,,,68,60,55,35.0,30.0,25.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-073,0,51.0,57.75,54.375,True,55,60,50,40,55.0,70.0,45.0,75.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-097,0,80.65,79.55,80.1,True,85,85,84,65,82.0,78.0,75.0,85.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-009,0,44.25,51.5,47.875,True,45,,,,55.0,,,,38,50,45,45.0,50.0,55.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-039,0,72.75,51.0,61.875,True,75,,,,55.0,,,,70,70,75,50.0,45.0,50.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-031,0,68.8,53.5,61.15,True,,,,75,,,,70.0,,,,,,,58,70,72,35.0,55.0,50.0
deepseek-llm-7b-chat,continuation,CON-100,0,45.75,51.25,48.5,True,55,60,55,5,55.0,75.0,50.0,30.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-077,0,72.7,44.5,58.6,True,,,,75,,,,55.0,,,,,,,76,70,75,35.0,45.0,40.0
Doubao,rewriting,REW-071,0,85.4,75.0,80.2,True,,,,86,,,,85.0,,,,,,,88,84,86,75.0,70.0,80.0
glm-4-9b-chat,rewriting,REW-043,0,76.6,52.5,64.55,True,,,,82,,,,60.0,,,,,,,84,70,84,65.0,45.0,50.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-009,0,80.8,69.0,74.9,True,,,,86,,,,70.0,,,,,,,82,78,82,55.0,75.0,65.0
Mistral-7B-Instruct-v0.3,rewriting,REW-089,0,64.9,41.5,53.2,True,,,,70,,,,55.0,,,,,,,78,55,78,45.0,35.0,40.0
QwQ-32B,rewriting,REW-081,0,67.2,71.5,69.35,True,,,,76,,,,80.0,,,,,,,70,62,70,55.0,75.0,70.0
Doubao,continuation,CON-027,0,90.1,92.65,91.375,True,90,88,90,92,92.0,90.0,93.0,95.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-056,0,53.5,57.25,55.375,True,70,70,60,5,65.0,70.0,55.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-052,0,53.25,51.5,52.375,True,65,70,55,20,55.0,75.0,45.0,40.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-081,0,66.9,50.5,58.7,True,,,,82,,,,60.0,,,,,,,80,55,70,55.0,45.0,50.0
Baichuan2-7B-Chat,story_generation,GEN-091,0,70.5,61.9,66.2,True,75,,,,65.0,,,,70,70,60,58.0,62.0,60.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-048,0,61.8,61.5,61.65,True,,,,82,,,,75.0,,,,,,,85,40,84,85.0,45.0,70.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-066,0,83.1,73.5,78.3,True,,,,85,,,,80.0,,,,,,,88,80,85,75.0,70.0,75.0
internlm2_5-7b-chat,continuation,CON-082,0,49.75,62.0,55.875,True,60,65,60,5,65.0,70.0,60.0,55.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-065,0,83.6,70.4,77.0,True,,,,84,,,,75.0,,,,,,,86,82,86,72.0,68.0,70.0
Baichuan2-7B-Chat,story_generation,GEN-088,0,66.25,29.5,47.875,True,70,,,,35.0,,,,65,65,60,30.0,25.0,20.0,,,,,,
Doubao,story_generation,GEN-007,0,77.25,82.35,79.8,True,80,,,,88.0,,,,70,75,85,75.0,82.0,80.0,,,,,,
internlm2_5-7b-chat,continuation,CON-049,0,40.25,49.0,44.625,True,45,55,50,5,55.0,60.0,50.0,30.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-001,0,57.6,57.75,57.675,True,50,75,45,78,55.0,65.0,50.0,70.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-091,0,44.0,41.75,42.875,True,55,60,50,5,45.0,55.0,40.0,30.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-030,0,66.5,49.5,58.0,True,72,,,,55.0,,,,62,66,60,50.0,45.0,40.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-044,0,52.0,49.5,50.75,True,55,,,,55.0,,,,50,50,50,50.0,45.0,40.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-036,0,83.6,66.5,75.05,True,,,,84,,,,75.0,,,,,,,86,82,86,85.0,55.0,70.0
internlm2_5-7b-chat,story_generation,GEN-033,0,80.6,61.15,70.875,True,84,,,,65.0,,,,80,78,76,58.0,62.0,55.0,,,,,,
Doubao,story_generation,GEN-073,0,87.95,85.95,86.95,True,91,,,,88.0,,,,87,86,84,85.0,86.0,82.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-011,0,64.5,61.5,63.0,True,,,,70,,,,70.0,,,,,,,55,65,70,55.0,60.0,65.0
glm-4-9b-chat,story_generation,GEN-071,0,56.5,49.5,53.0,True,65,,,,55.0,,,,55,50,45,50.0,45.0,40.0,,,,,,
deepseek-llm-7b-chat,continuation,CON-018,0,42.25,51.0,46.625,True,55,60,45,5,55.0,60.0,50.0,40.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-071,0,31.5,22.75,27.125,True,35,45,35,10,25.0,35.0,20.0,15.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-064,0,75.2,73.1,74.15,True,78,,,,75.0,,,,75,70,75,68.0,72.0,78.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-096,0,80.0,84.7,82.35,False,82,,,,88.0,,,,78,80,78,82.0,85.0,80.0,,,,,,
Doubao,story_generation,GEN-095,0,81.0,85.75,83.375,True,82,,,,88.0,,,,80,78,84,85.0,82.0,86.0,,,,,,
glm-4-9b-chat,continuation,CON-034,0,66.65,61.25,63.95,True,65,82,55,78,55.0,75.0,50.0,80.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-056,0,63.85,48.75,56.3,True,82,80,75,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-051,0,41.75,68.0,54.875,True,50,55,50,5,75.0,80.0,70.0,45.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-019,0,82.3,68.1,75.19999999999999,True,86,,,,72.0,,,,82,80,76,68.0,65.0,62.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-077,0,49.8,62.75,56.275,True,40,78,30,78,55.0,75.0,60.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-057,0,83.4,78.85,81.125,False,86,,,,85.0,,,,80,82,84,72.0,78.0,75.0,,,,,,
deepseek-llm-7b-chat,continuation,CON-094,0,43.75,51.0,47.375,True,55,70,45,5,55.0,60.0,50.0,40.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-091,0,69.8,62.5,66.15,True,,,,80,,,,70.0,,,,,,,78,62,72,75.0,55.0,60.0
Doubao,rewriting,REW-032,0,79.1,75.4,77.25,True,,,,84,,,,75.0,,,,,,,90,72,83,72.0,78.0,70.0
chatglm3-6b,continuation,CON-059,0,51.5,38.75,45.125,True,60,75,55,15,45.0,35.0,40.0,30.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-069,0,54.15,66.75,60.45,False,62,82,55,20,75.0,70.0,65.0,55.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-031,0,81.1,78.95,80.025,True,84,86,84,68,78.0,82.0,75.0,85.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-006,0,86.3,76.55,81.425,True,86,85,85,90,72.0,78.0,75.0,85.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-073,0,51.2,49.5,50.35,True,58,,,,55.0,,,,45,50,45,50.0,45.0,40.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-018,0,69.9,59.25,64.575,True,70,82,60,78,55.0,75.0,50.0,70.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-013,0,77.9,71.3,74.6,True,80,,,,72.0,,,,72,78,82,68.0,75.0,70.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-071,0,85.4,77.9,81.65,True,,,,86,,,,85.0,,,,,,,88,84,86,72.0,78.0,75.0
internlm2_5-7b-chat,story_generation,GEN-098,0,68.9,55.25,62.075,True,72,,,,55.0,,,,70,68,60,60.0,50.0,55.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-010,0,83.2,61.5,72.35,True,,,,86,,,,75.0,,,,,,,78,84,84,65.0,55.0,60.0
Qwen3-8B-Thinking,rewriting,REW-054,0,72.0,62.5,67.25,False,,,,78,,,,70.0,,,,,,,74,68,76,75.0,55.0,60.0
Qwen3-8B-NonThinking,story_generation,GEN-012,0,78.7,68.1,73.4,True,82,,,,72.0,,,,76,76,78,68.0,65.0,62.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-039,0,63.5,51.5,57.5,True,,,,74,,,,70.0,,,,,,,68,55,76,55.0,45.0,40.0
chatglm3-6b,story_generation,GEN-090,0,39.75,49.5,44.625,True,35,,,,55.0,,,,40,45,45,50.0,45.0,40.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-054,0,53.2,63.5,58.35,True,,,,75,,,,70.0,,,,,,,78,30,76,75.0,55.0,70.0
Qwen3-8B-Thinking,story_generation,GEN-070,0,87.9,83.1,85.5,False,90,,,,85.0,,,,86,86,88,82.0,83.0,80.0,,,,,,
glm-4-9b-chat,continuation,CON-015,0,60.0,61.25,60.625,True,65,70,60,45,55.0,75.0,50.0,80.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-065,0,86.4,81.9,84.15,True,88,,,,85.0,,,,86,84,86,78.0,82.0,80.0,,,,,,
Doubao,rewriting,REW-018,0,83.2,80.4,81.80000000000001,True,,,,88,,,,82.0,,,,,,,90,78,86,85.0,78.0,80.0
deepseek-llm-7b-chat,rewriting,REW-059,0,67.3,62.5,64.9,True,,,,82,,,,70.0,,,,,,,80,55,74,75.0,55.0,60.0
QwQ-32B,rewriting,REW-040,0,74.3,79.5,76.9,True,,,,70,,,,70.0,,,,,,,75,75,78,75.0,85.0,80.0
deepseek-llm-7b-chat,continuation,CON-040,0,49.25,51.5,50.375,True,55,80,45,25,55.0,70.0,50.0,35.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-043,0,53.25,65.3,59.275,True,55,,,,72.0,,,,45,55,60,58.0,65.0,60.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-023,0,22.75,47.25,35.0,False,20,45,20,15,55.0,60.0,45.0,30.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-087,0,68.4,49.5,58.95,True,72,,,,55.0,,,,65,68,65,50.0,45.0,40.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-009,0,68.8,71.0,69.9,True,,,,72,,,,75.0,,,,,,,62,70,70,65.0,72.0,70.0
Qwen2.5-7B-Instruct,story_generation,GEN-069,0,81.7,69.55,75.625,True,84,,,,72.0,,,,82,78,80,68.0,70.0,65.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-025,0,86.7,79.55,83.125,True,88,84,86,88,78.0,82.0,75.0,88.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-041,0,74.35,72.2,73.275,True,78,,,,75.0,,,,75,65,76,72.0,70.0,68.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-095,0,46.25,46.5,46.375,True,45,,,,55.0,,,,50,45,45,45.0,40.0,35.0,,,,,,
QwQ-32B,continuation,CON-062,0,87.8,70.65,79.225,True,86,88,88,90,72.0,55.0,68.0,85.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-047,0,64.0,51.5,57.75,True,,,,70,,,,65.0,,,,,,,65,60,70,55.0,45.0,50.0
QwQ-32B,rewriting,REW-022,0,87.4,70.5,78.95,True,,,,88,,,,80.0,,,,,,,90,86,88,75.0,65.0,70.0
deepseek-llm-7b-chat,continuation,CON-086,0,44.9,52.75,48.825,True,48,72,42,25,55.0,65.0,50.0,45.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-063,0,40.5,75.95,58.225,False,45,58,42,18,85.0,88.0,75.0,55.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-011,0,38.45,30.0,34.225,True,45,58,35,20,35.0,45.0,25.0,20.0,,,,,,,,,,,,
Doubao,rewriting,REW-074,0,85.4,84.5,84.95,True,,,,88,,,,88.0,,,,,,,90,82,88,82.0,85.0,80.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-066,0,80.6,51.5,66.05,True,82,,,,55.0,,,,78,80,82,45.0,50.0,55.0,,,,,,
chatglm3-6b,story_generation,GEN-023,0,34.5,31.0,32.75,True,35,,,,35.0,,,,30,35,40,30.0,25.0,30.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-080,0,79.5,69.25,74.375,True,82,,,,72.0,,,,76,80,78,65.0,70.0,68.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-081,0,74.5,49.5,62.0,True,78,,,,55.0,,,,72,74,70,50.0,45.0,40.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-099,0,77.4,72.5,74.95,True,,,,82,,,,80.0,,,,,,,83,72,84,75.0,70.0,65.0
Qwen3-8B-Thinking,rewriting,REW-033,0,66.9,63.5,65.2,False,,,,72,,,,70.0,,,,,,,60,68,65,55.0,65.0,60.0
internlm2_5-7b-chat,rewriting,REW-059,0,69.3,62.5,65.9,True,,,,84,,,,70.0,,,,,,,86,55,78,75.0,55.0,60.0
Baichuan2-7B-Chat,story_generation,GEN-086,0,43.4,49.5,46.45,True,48,,,,55.0,,,,42,40,38,50.0,45.0,40.0,,,,,,
Qwen3-8B-Thinking,rewriting,REW-011,0,76.8,48.5,62.65,False,,,,78,,,,58.0,,,,,,,65,80,82,52.0,45.0,40.0
QwQ-32B,continuation,CON-007,0,74.6,89.05,81.82499999999999,True,72,78,70,84,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-020,0,58.4,70.0,64.2,True,68,75,65,20,75.0,80.0,70.0,55.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-034,0,74.1,61.15,67.625,True,80,,,,65.0,,,,72,68,70,58.0,62.0,55.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-012,0,74.5,61.3,67.9,True,75,,,,62.0,,,,70,78,76,58.0,65.0,60.0,,,,,,
glm-4-9b-chat,story_generation,GEN-092,0,54.95,51.0,52.975,True,58,,,,55.0,,,,50,55,55,50.0,45.0,50.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-098,0,72.6,63.0,67.8,True,,,,86,,,,70.0,,,,,,,86,60,82,75.0,55.0,65.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-001,0,32.5,29.5,31.0,True,20,,,,35.0,,,,45,40,35,30.0,25.0,20.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-004,0,32.25,73.1,52.675,False,25,,,,78.0,,,,30,40,45,65.0,72.0,75.0,,,,,,
QwQ-32B,story_generation,GEN-020,0,74.5,83.25,78.875,True,70,,,,88.0,,,,72,78,86,75.0,85.0,82.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-062,0,76.35,62.05,69.19999999999999,True,82,,,,68.0,,,,76,74,65,55.0,62.0,58.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-005,0,77.4,51.9,64.65,True,,,,82,,,,65.0,,,,,,,84,72,82,52.0,48.0,45.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-083,0,86.35,85.85,86.1,True,86,88,85,88,88.0,85.0,82.0,90.0,,,,,,,,,,,,
Doubao,rewriting,REW-055,0,82.7,62.5,72.6,True,,,,86,,,,70.0,,,,,,,90,78,85,75.0,55.0,60.0
Qwen3-8B-Thinking,rewriting,REW-087,0,87.0,69.4,78.2,False,,,,88,,,,78.0,,,,,,,88,86,88,55.0,72.0,68.0
Qwen3-8B-NonThinking,story_generation,GEN-031,0,78.35,70.9,74.625,True,82,,,,72.0,,,,78,74,75,75.0,68.0,65.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-056,0,61.9,63.0,62.45,True,,,,75,,,,70.0,,,,,,,82,45,80,75.0,55.0,65.0
Baichuan2-7B-Chat,continuation,CON-014,0,46.75,52.5,49.625,True,60,80,45,5,55.0,70.0,50.0,40.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-029,0,36.75,49.25,43.0,True,35,,,,55.0,,,,35,40,40,45.0,50.0,40.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-042,0,61.75,51.0,56.375,False,75,80,75,5,55.0,60.0,50.0,40.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-006,0,42.0,50.75,46.375,True,45,70,40,20,55.0,70.0,45.0,40.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-010,0,62.0,56.3,59.15,True,,,,70,,,,68.0,,,,,,,45,65,65,52.0,55.0,48.0
Baichuan2-7B-Chat,story_generation,GEN-045,0,52.8,49.5,51.15,True,60,,,,55.0,,,,50,44,50,50.0,45.0,40.0,,,,,,
QwQ-32B,story_generation,GEN-039,0,88.3,89.55,88.925,True,90,,,,92.0,,,,86,88,88,88.0,90.0,85.0,,,,,,
internlm2_5-7b-chat,continuation,CON-064,0,63.55,48.75,56.15,True,80,82,75,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-006,0,76.6,62.5,69.55,True,,,,80,,,,75.0,,,,,,,72,76,82,55.0,60.0,65.0
QwQ-32B,continuation,CON-008,0,80.3,80.45,80.375,True,86,72,78,82,88.0,72.0,75.0,85.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-030,0,75.2,63.5,69.35,True,,,,80,,,,70.0,,,,,,,80,70,82,75.0,55.0,70.0
deepseek-llm-7b-chat,rewriting,REW-058,0,58.7,62.5,60.6,True,,,,70,,,,70.0,,,,,,,75,45,72,75.0,55.0,60.0
internlm2_5-7b-chat,story_generation,GEN-024,0,70.8,55.25,63.025,True,70,,,,55.0,,,,72,70,72,60.0,50.0,55.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-065,0,84.05,69.15,76.6,False,82,,,,72.0,,,,86,85,85,65.0,68.0,70.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-020,0,77.6,45.5,61.55,True,,,,86,,,,60.0,,,,,,,86,70,82,55.0,35.0,50.0
Mistral-7B-Instruct-v0.3,continuation,CON-068,0,54.5,45.75,50.125,True,70,65,65,5,55.0,50.0,45.0,30.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-032,0,33.25,42.75,38.0,True,35,55,30,20,45.0,55.0,40.0,35.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-028,0,73.2,55.0,64.1,False,,,,82,,,,50.0,,,,,,,80,66,78,65.0,55.0,45.0
glm-4-9b-chat,rewriting,REW-015,0,78.8,60.5,69.65,True,,,,82,,,,70.0,,,,,,,82,76,80,65.0,55.0,60.0
Baichuan2-7B-Chat,continuation,CON-001,0,55.75,31.5,43.625,True,70,85,60,5,35.0,55.0,25.0,20.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-059,0,40.25,46.5,43.375,True,45,,,,55.0,,,,40,35,35,45.0,40.0,35.0,,,,,,
internlm2_5-7b-chat,continuation,CON-063,0,32.0,46.75,39.375,True,35,55,35,5,55.0,50.0,45.0,35.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-002,0,47.5,40.75,44.125,True,60,65,45,20,55.0,40.0,35.0,30.0,,,,,,,,,,,,
Doubao,story_generation,GEN-026,0,80.4,82.2,81.30000000000001,True,82,,,,85.0,,,,78,82,78,82.0,80.0,78.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-020,0,53.5,49.5,51.5,True,55,,,,55.0,,,,55,55,45,50.0,45.0,40.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-084,0,71.2,57.5,64.35,True,,,,84,,,,70.0,,,,,,,82,60,80,75.0,45.0,60.0
Doubao,continuation,CON-006,0,82.7,85.4,84.05000000000001,True,78,84,82,90,85.0,88.0,82.0,90.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-043,0,77.4,62.8,70.1,True,,,,82,,,,75.0,,,,,,,84,72,82,55.0,62.0,58.0
internlm2_5-7b-chat,continuation,CON-076,0,51.5,53.25,52.375,True,60,80,50,20,55.0,75.0,50.0,40.0,,,,,,,,,,,,
